항구청명,사용년월,사용월,시설코드,시설서브코드,시설명,접안시간,처리실적
"부산신항","2026","04","MS6","02","신항 6부두 2선석","612","1435399"
"부산신항","2026","04","MSN","06","신항 2부두 3선석","526","294384"
"부산신항","2026","04","MS7","02","신항 7부두 2선석","486","436352"
"부산신항","2026","04","MSN","05","신항 2부두 2선석","415","2310226"
"부산신항","2026","04","MSL","01","신항 다목적부두","413","60003"
"부산신항","2026","04","MS5","03","신항 5부두 3선석","187","75014"
"부산신항","2026","04","MSN","04","신항 2부두 1선석","505","3809528"
"부산신항","2026","04","MSN","01","신항 1부두 1선석","614","1225242"
"부산신항","2026","04","MS4","01","신항 4부두 1선석","410","2364677"
"부산신항","2026","05","MS6","03","신항 6부두 3선석","402","22450"
"부산신항","2026","05","MSN","01","신항 1부두 1선석","607","1099738"
"부산신항","2026","05","MSN","02","신항 1부두 2선석","646","1478295"
"부산신항","2026","05","MS4","03","신항 4부두 3선석","679","305658"
"부산신항","2026","05","MSL","01","신항 다목적부두","309","93512"
"부산신항","2026","05","MSN","04","신항 2부두 1선석","660","4304315"
"부산신항","2026","05","MFL","01","신항 다목적부두연결잔교","232","227780"
"부산신항","2026","05","MS4","02","신항 4부두 2선석","672","1184042"
"부산신항","2026","05","MS6","02","신항 6부두 2선석","584","1700598"
"부산신항","2026","05","MS4","01","신항 4부두 1선석","632","2972519"
"부산신항","2026","05","MS7","02","신항 7부두 2선석","588","489306"
"부산신항","2026","05","MS6","01","신항 6부두 1선석","701","1304116"
"부산신항","2026","05","MS5","04","신항 5부두 4선석","434","101034"
"부산신항","2026","05","MS5","03","신항 5부두 3선석","145","61801"
"부산신항","2026","05","MSN","07","신항 2부두 4선석","684","352524"
"부산신항","2026","05","MSN","08","신항 2부두 5선석","675","556029"
"부산신항","2026","05","MS5","02","신항 5부두 2선석","549","1055973"
"부산신항","2026","05","MS3","04","신항 3부두 4선석","535","603469"
"부산신항","2026","05","MS7","01","신항 7부두 1선석","457","1321201"
"부산신항","2026","05","MS7","03","신항 7부두 3선석","360","116113"
"부산신항","2026","05","MSN","05","신항 2부두 2선석","677","2856581"
"부산신항","2026","05","MSN","03","신항 1부두 3선석","676","2238981"
"부산신항","2026","05","MS3","03","신항 3부두 3선석","589","2151747"
"부산신항","2026","05","MSN","06","신항 2부두 3선석","721","497043"
"부산신항","2026","05","MS3","01","신항 3부두 1선석","593","1715990"
"부산신항","2026","05","MS3","02","신항 3부두 2선석","97","49167"
"부산신항","2026","05","MS5","01","신항 5부두 1선석","595","2335370"
"부산신항","2026","06","MSN","01","신항 1부두 1선석","694","1300563"
"부산신항","2026","06","MS3","03","신항 3부두 3선석","552","2360557"
"부산신항","2026","06","MSN","02","신항 1부두 2선석","694","1555895"
"부산신항","2026","06","MS6","02","신항 6부두 2선석","668","1584032"
"부산신항","2026","06","MS5","04","신항 5부두 4선석","386","105910"
"부산신항","2026","06","MSN","04","신항 2부두 1선석","678","4837514"
"부산신항","2026","06","MS4","01","신항 4부두 1선석","637","3339017"
"부산신항","2026","06","MS7","03","신항 7부두 3선석","547","119538"
"부산신항","2026","06","MS5","03","신항 5부두 3선석","174","173894"
"부산신항","2026","06","MS5","02","신항 5부두 2선석","593","881512"
"부산신항","2026","06","MSL","01","신항 다목적부두","330","152407"
"부산신항","2026","06","MSN","03","신항 1부두 3선석","630","2536287"
"부산신항","2026","06","MS3","01","신항 3부두 1선석","584","1930306"
"부산신항","2026","06","MFL","01","신항 다목적부두연결잔교","244","228423"
"부산신항","2026","06","MS7","02","신항 7부두 2선석","446","403010"
"부산신항","2026","06","MS6","03","신항 6부두 3선석","534","93986"
"부산신항","2026","06","MS3","02","신항 3부두 2선석","144","67551"
"부산신항","2026","06","MS7","01","신항 7부두 1선석","547","1502935"
"부산신항","2026","06","MS5","01","신항 5부두 1선석","507","2113010"
"부산신항","2026","06","MS4","02","신항 4부두 2선석","659","1196507"
"부산신항","2026","06","MSN","06","신항 2부두 3선석","640","288809"
"부산신항","2026","06","MS3","04","신항 3부두 4선석","662","649406"
"부산신항","2026","06","MS4","03","신항 4부두 3선석","707","234017"
"부산신항","2026","06","MSN","08","신항 2부두 5선석","720","760315"
"부산신항","2026","06","MSN","05","신항 2부두 2선석","687","2329373"
"부산신항","2026","06","MSN","07","신항 2부두 4선석","671","232642"
"부산신항","2026","06","MS6","01","신항 6부두 1선석","619","1227806"
"부산신항","2026","07","MS3","01","신항 3부두 1선석","613","2210136"
"부산신항","2026","07","MSN","01","신항 1부두 1선석","635","1335672"
"부산신항","2026","07","MSL","01","신항 다목적부두","425","115618"
"부산신항","2026","07","MS3","04","신항 3부두 4선석","660","555317"
"부산신항","2026","07","MS7","01","신항 7부두 1선석","680","1687826"
"부산신항","2026","07","MS4","02","신항 4부두 2선석","588","1324638"
"부산신항","2026","07","MS5","03","신항 5부두 3선석","169","31171"
"부산신항","2026","07","MSN","06","신항 2부두 3선석","702","294651"
"부산신항","2026","07","MSN","02","신항 1부두 2선석","672","1606637"
"부산신항","2026","07","MS7","02","신항 7부두 2선석","708","447782"
"부산신항","2026","07","MS4","01","신항 4부두 1선석","560","2674840"
"부산신항","2026","07","MSN","03","신항 1부두 3선석","712","2423132"
"부산신항","2026","07","MSN","07","신항 2부두 4선석","725","461994"
"부산신항","2026","07","MS3","02","신항 3부두 2선석","156","57291"
"부산신항","2026","07","MS4","03","신항 4부두 3선석","591","252213"
"부산신항","2026","07","MS5","04","신항 5부두 4선석","539","64567"
"부산신항","2026","07","MSN","04","신항 2부두 1선석","708","5605285"
"부산신항","2026","07","MS6","03","신항 6부두 3선석","509","106032"
"부산신항","2026","07","MS7","03","신항 7부두 3선석","613","232791"
"부산신항","2026","07","MSN","08","신항 2부두 5선석","677","527911"
"부산신항","2026","07","MFL","01","신항 다목적부두연결잔교","273","330904"
"부산신항","2026","07","MS5","02","신항 5부두 2선석","637","1024149"
"부산신항","2026","07","MSN","05","신항 2부두 2선석","686","2037022"
"부산신항","2026","07","MS3","03","신항 3부두 3선석","665","5685081"
"부산신항","2026","07","MS5","01","신항 5부두 1선석","594","2860491"
"부산신항","2026","07","MS6","02","신항 6부두 2선석","631","1604299"
"부산신항","2026","07","MS6","01","신항 6부두 1선석","706","1686105"
